subject,strategy,condition,l_length,pres_rate,ln_39,ln_38,ln_37,ln_36,ln_35,ln_34,ln_33,ln_32,ln_31,ln_30,ln_29,ln_28,ln_27,ln_26,ln_25,ln_24,ln_23,ln_22,ln_21,ln_20,ln_19,ln_18,ln_17,ln_16,ln_15,ln_14,ln_13,ln_12,ln_11,ln_10,ln_9,ln_8,ln_7,ln_6,ln_5,ln_4,ln_3,ln_2,ln_1,lp_1,lp_2,lp_3,lp_4,lp_5,lp_6,lp_7,lp_8,lp_9,lp_10,lp_11,lp_12,lp_13,lp_14,lp_15,lp_16,lp_17,lp_18,lp_19,lp_20,lp_21,lp_22,lp_23,lp_24,lp_25,lp_26,lp_27,lp_28,lp_29,lp_30,lp_31,lp_32,lp_33,lp_34,lp_35,lp_36,lp_37,lp_38,lp_39
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.125,0.0,0.0,0.08333333333333333,0.054945054945054944,0.059375,0.14759129759129758,0.1698442222738898,0.5190217186184928,0.23083333333333333,0.06696428571428571,0.07186868686868686,0.029411764705882353,0.038461538461538464,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050505050505050504,0.03851540616246499,0.04329977868208752,0.032526881720430105,0.047098214285714285,0.05047970047970048,0.08466221476183525,0.10271233800645566,0.23323534085491818,0.5110825435235599,0.19818580542264752,0.1986607142857143,0.203657616892911,0.08712121212121213,0.125,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3GC5Q5CLI4NWZ,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921576432977508,0.0815352482954166,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.0,0.0,0.03382173382173382,0.03236310473152578,0.012824675324675325,0.041035353535353536,0.07948028673835125,0.20586124401913874,0.7479636214180574,0.13966973886328726,0.04738175675675676,0.04551282051282052,0.013157894736842105,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MJQ51KN9CMQ4,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.125,0.025,0.04285714285714286,0.034722222222222224,0.1295518207282913,0.06785714285714287,0.06171442936148819,0.1556513409961686,0.5437855304240511,0.17253411910669975,0.05472222222222223,0.05112721417069243,0.11471861471861472,0.0935672514619883,0.0,0.0625,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.07407407407407407,0.04673913043478261,0.041666666666666664,0.03923160173160173,0.06768231768231768,0.10902777777777778,0.12202380952380952,0.23892651888341543,0.4818062239986948,0.17158280316175054,0.13545226703121438,0.06752873563218391,0.09250992063492064,0.038157894736842106,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3NAONPCTVT6P1,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.051587301587301584,0.03836206896551724,0.030555555555555555,0.06039839181286549,0.08737666237666238,0.17409111582043912,0.39540284475950355,0.44237717631548334,0.18915782493368702,0.05505952380952381,0.014705882352941176,0.04700854700854701,0.025,0.07777777777777778,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333333333333333,0.023809523809523808,0.03888888888888889,0.030303030303030304,0.13148148148148148,0.043478260869565216,0.11122915985616215,0.1271604938271605,0.23128205128205126,0.37222222222222223,0.07142857142857142,0.19108669108669107,0.1714285714285714,0.10000000000000002,0.10000000000000002,0.047619047619047616,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3VV3MW68CALXS,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.937037037037037,0.05256302521008403,0.015625,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A489K1IFOM4JW,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.7957312912792707,0.19431732695586898,0.0325233551977738,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
